,region,aweme_id,create_time,desc,author.uid,author.nickname,author.signature,author.commerce_user_level,is_ads,share_url,statistics.play_count,statistics.comment_count,statistics.share_count,statistics.download_count,statistics.digg_count,music.id,music.mid,music.source_platform,music.id_str,music.title,music.author,music.owner_id,music.owner_nickname,music.is_original,music.is_commerce_music,music.play_url.uri,music.strong_beat_url.uri,music.is_author_artist,music.is_pgc,music.matched_pgc_sound.author,music.matched_pgc_sound.title,music.matched_pgc_sound.mixed_title,music.matched_pgc_sound.mixed_author,music.external_song_info,music.binded_challenge_id,bodydance_score,fyp_location,hashtags,hash_afghan,hash_afghanistan,hash_foryou,hash_foryoupage,hash_funny,hash_fyp,hash_fypシ,hash_tiktok,hash_viral,hash_پشتون_تاجیک_هزاره_ازبک_زنده_باد
1,AF,7102039528445070593,1653572436,#foryou خداوند دیدن این جای مقدس را برای همه ای ما اعطا فرماید,7102035000195597313,🥀H҉A҉K҉I҉M҉I҉ ❤️ S҉A҉H҉I҉B҉🥀,"ᗩ ༆ ᕼ
𝑭𝑩 : HæķïMî Šāhīb
🥀🦋🅷︎❤️🆂︎🦋🥀
𒊹︎︎︎𝔠𝔞𝔩𝔩 𝔪𝔢 𝖍𝖆𝖐𝖎𝖒𝖎𒊹︎︎︎",0,False,https://www.tiktok.com/@itx_._h4kimi/video/7102039528445070593?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102039528445070593&source=h5_m,55566,91,47,807,9265,7090973594545212162,7090973594545212162,72,7090973594545212162,original sound - twitter_pablo (Contains music from: KHABIB (feat. HK) - GRiNGO & Capital Bra & Kalazh44),"Contains music from: ""KHABIB (feat. HK)""",6.947387501082953e+18,卩卂乃ㄥㄖ,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7090973568535628545.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/c3e2b6c632f7b6aae2904e4262148ee1.json,False,False,GRiNGO & Capital Bra & Kalazh44,KHABIB (feat. HK),original sound - twitter_pablo (Contains music from: KHABIB (feat. HK) - GRiNGO & Capital Bra & Kalazh44),"Contains music from: ""KHABIB (feat. HK)""",[],0,0,Afghanistan,#foryou,0,0,1,0,0,0,0,0,0,0
2,PK,7102765816935910682,1653741537,za da muhabbat da #stqndwihkashmiri #standwithkashmir #fyp #gulchahat #gulchahat_ #foryou,7047886808067245062,gulchahat,,0,False,https://www.tiktok.com/@gulchahat477/video/7102765816935910682?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7102765816935910682&source=h5_m,688938,702,498,2182,35976,7099092200617364251,7099092200617364251,72,7099092200617364251,original sound - queenfm7,💛🖤᭄࿐『𝑴𝑼𝒁𝑨𝑵𝑶😘』̯,6.81992381756734e+18,💛🖤᭄࿐『𝑴𝑼𝒁𝑨𝑵𝑶😘』̯,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7099092216383114011.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/eb8e6313ca3b57f1a4b6a0e73a0a4278.json,False,False,,,,,[],0,0,Afghanistan,#stqndwihkashmiri #standwithkashmir #fyp #gulchahat #gulchahat_ #foryou,0,0,1,0,0,1,0,0,0,0
3,AZ,7091955275397188865,1651224514,#nerimanov #qızıl,6742554234719814662,Sehram Ibrahimov,,0,False,https://www.tiktok.com/@sehram610/video/7091955275397188865?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091955275397188865&source=h5_m,25507613,1859,683,900,447628,7020217268852230146,7020217268852230146,10033,7020217268852230146,Helal Olsun Dayıoğlu - Club Remix,Dj Parliament,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/01dbe66dbade49c7ab24905c6b98ecdb,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/ebeb25b144594328be31c903de8b840d,False,True,,,,,[],0,0,Afghanistan,#nerimanov #qızıl,0,0,0,0,0,0,0,0,0,0
4,DE,7099009131457105157,1652866869,#fypシ #viral #followers😘thanku  تعریف عشق از نظرشما چه است دوستان عزیز؟,7044221869951992838,Nabtarin_Ha✅,"Translation of songs, please like and follow🙏
From Germany 🇩🇪🇦🇫
ترجمه آهنگ",0,False,https://www.tiktok.com/@nabtarin_ha/video/7099009131457105157?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099009131457105157&source=h5_m,545770,657,7816,395,39917,7099009107952192262,7099009107952192262,72,7099009107952192262,original sound - nabtarin_ha (Contains music from: Derdim (Audio Mix) - Mehman Samaxili),"Contains music from: ""Derdim (Audio Mix)""",7.044221869951993e+18,Nabtarin_Ha✅,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099009071348599558.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d84ec9dc5c36b90a631a6c08ecd6285c.json,False,False,Mehman Samaxili,Derdim (Audio Mix),original sound - nabtarin_ha (Contains music from: Derdim (Audio Mix) - Mehman Samaxili),"Contains music from: ""Derdim (Audio Mix)""",[],0,0,Afghanistan,#fypシ #viral #followers😘thanku,0,0,0,0,0,0,1,0,1,0
5,PK,7097265542179867931,1652460905,#InfinixHot12gameon #foryoupage #viralvideos #janatmirza828,7096417070816494618,jannat_mirza,New account,0,False,https://www.tiktok.com/@jannat_mirza828/video/7097265542179867931?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097265542179867931&source=h5_m,296188,14,25,1102,6353,7093365444727376667,7093365444727376667,72,7093365444727376667,original sound - umereee (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",6.564772202255745e+18,Umer ,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7093365451970923291.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/afee91c1fa25c4662ff651177071a1c4.json,False,False,Sara Medin,Lovely,original sound - umereee (Contains music from: Lovely - Sara Medin),"Contains music from: ""Lovely""",[],0,0,Afghanistan,#InfinixHot12gameon #foryoupage #viralvideos #janatmirza828,0,0,0,1,0,0,0,0,0,0
6,US,7096573240285400322,1652299716,🙃,6610030090846191622,✨Gabi✨,"AD@BEBERAGENCY.RU
MY TG 👇🤍",0,False,https://www.tiktok.com/@luiza.gabriela.brovina/video/7096573240285400322?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7096573240285400322&source=h5_m,1569513,185,123,713,108196,7096573244291025665,7096573244291025665,72,7096573244291025665,original sound - luiza.gabriela.brovina (Contains music from: Si Te Sabes El TikTok Baila! 2021 Mix Tiktok Vol 6. 2021 - Dj Tik Tok Mix),"Contains music from: ""Si Te Sabes El TikTok Baila! 2021 Mix Tiktok Vol 6. 2021""",6.610030090846192e+18,✨Gabi✨,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7096573221457480450.mp3,,False,False,Dj Tik Tok Mix,Si Te Sabes El TikTok Baila! 2021 Mix Tiktok Vol 6. 2021,original sound - luiza.gabriela.brovina (Contains music from: Si Te Sabes El TikTok Baila! 2021 Mix Tiktok Vol 6. 2021 - Dj Tik Tok Mix),"Contains music from: ""Si Te Sabes El TikTok Baila! 2021 Mix Tiktok Vol 6. 2021""",[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
7,JM,7091100630302887174,1651025526, ,7016706977088029702,Young legend,"♎️ Libra 
🇯🇲
@ryoungthug
Gifts are fun",0,False,https://www.tiktok.com/@cmartin7153/video/7091100630302887174?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7091100630302887174&source=h5_m,9476776,524,36250,65839,74558,6642168923733101314,6642168923733101314,140,6642168923733101314,Funny Laugh no no no,Sound Effect,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/c93f2e38c2d04b50be1e683d7c77a9be,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/977cae6b18b74a3685035d98ada79060,False,True,,,,,[],0,0,Afghanistan,,0,0,0,0,0,0,0,0,0,0
0,AF,7103281912038345986,1653861702,Our Zazai ❤🌹🇦🇫 #foryoupage #foryou #plz_support #viralmyaccount #tiktok #team #trand #milad_edits1,7095837706710713345,Milad Edits,"Dream 
10K
Followers",0,False,https://www.tiktok.com/@milad_edits1/video/7103281912038345986?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103281912038345986&source=h5_m,189,4,10,10,23,7068933907525258011,7068933907525258011,72,7068933907525258011,original sound - pslinfo,PSLINFO,6.829347737629492e+18,PSLINFO,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068933896884243227.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/9649525fc7156c9a3df9e5eb88213608.json,False,False,,,,,[],0,0,Afghanistan,#foryoupage #foryou #plz_support #viralmyaccount #tiktok #team #trand #milad_edits1,0,0,1,1,0,0,0,1,0,0
1,AF,7103181294015712513,1653838274,Please Fallow me Instagram guys ❤️#foryou #fypシ #viral #video #grow #account #duet #foryoupage🇦🇫👸🏻💋🙈 @basit_rasooli_official,6651438907269808133,Mý👸🏻ĻïfęLïņē ❤🖇🧿Båśø🤴🏻,"Qüèéņ👸🏻🖇❤
Sʜᴏᴜʟᴅ ʙᴇ ғᴏʀ ʜᴇʀ ᴋɪɴɢ; 🤴🏻
ɴᴏᴛ ᴛʜᴇ wHoLE Royal COURT.! 
🤴🏻B+S👸",0,False,https://www.tiktok.com/@queen..of..b..919/video/7103181294015712513?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103181294015712513&source=h5_m,8873,35,220,2,599,7092374893257427718,7092374893257427718,72,7092374893257427718,original sound - sofi_.fanpage,صوفی شعیب فن پیچ ❣️,6.916645394923832e+18,صوفی شعیب فن پیچ ❣️,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7092374914229553925.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/d0de3d3a06767ce77e3350cf0a097034.json,False,False,,,,,[],0,0,Afghanistan,#foryou #fypシ #viral #video #grow #account #duet #foryoupage🇦🇫👸🏻💋🙈,0,0,1,1,0,0,1,0,1,0
2,MA,7103150994585881862,1653831220,#capcut #Love #fypシ #fyp #viral,7087886087704740866,Wafa mosaid,"❤️💞🔥💖😍
👇Contact pro👇
 amazonselle01@gmail.com",0,False,https://www.tiktok.com/@wafamosaid/video/7103150994585881862?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7103150994585881862&source=h5_m,60157,0,88,142,4625,7103150980224977670,7103150980224977670,72,7103150980224977670,original sound - wafamosaid,Wafa mosaid,7.087886087704741e+18,Wafa mosaid,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7103150984348142342.mp3,,False,False,,,,,[],0,0,Afghanistan,#capcut #Love #fypシ #fyp #viral,0,0,0,0,0,1,1,0,1,0
3,DE,7100233334197980421,1653151899,sunkissed in Cannes 💕 #cannes #cotedazur #sunkissed #celinesunglasses #parisiennestyle #fypage #foryoupage,6807439653579342854,franziskanazarenus,🥐 Parisian Style & Vibe,0,False,https://www.tiktok.com/@franziskanazarenus/video/7100233334197980421?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7100233334197980421&source=h5_m,338767,195,535,42,20074,7085702620010072066,7085702620010072066,10033,7085702620010072066,#doyalike,kazeWIW,,,False,False,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/d61787040712489e8816e9b7d7db951c,https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-v-2774/10aa84b5724842e9bea387efc41d523f,False,True,,,,,[],0,0,Afghanistan,#cannes #cotedazur #sunkissed #celinesunglasses #parisiennestyle #fypage #foryoupage,0,0,0,1,0,0,0,0,0,0
4,GB,7084295401892777218,1649441059,هیچوقت خونه تازه عروس و دومادا نرین...چون حالتونو بهم میزنن😂 #عروس #داماد #دوماد #دخترحوله_ای #فان #طنز #تیکتاکر #تیکتاک #تیک_تاک_فارسی #تیک_تاک_ایرانی,6730958469191091206,Fatemeh DHY,"👆🏻 بیا اینستا بیشتر آشنا شیم
^
| دختر حوله ای |
🇮🇷
نشر ویدیو با ذکر منبع",0,False,https://www.tiktok.com/@fatemeh_dhy/video/7084295401892777218?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7084295401892777218&source=h5_m,506601,432,724,2179,17944,7084295386185173761,7084295386185173761,72,7084295386185173761,original sound - fatemeh_dhy,Fatemeh DHY,6.730958469191091e+18,Fatemeh DHY,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7084295339410344706.mp3,,False,False,,,,,[],0,0,Afghanistan,#عروس #داماد #دوماد #دخترحوله_ای #فان #طنز #تیکتاکر #تیکتاک #تیک_تاک_فارسی #تیک_تاک_ایرانی,0,0,0,0,0,0,0,0,0,0
5,US,7087240119765257514,1650126679,"Shoulder, Clavicle and Sternum adjustment that didn’t go as expected 🤟🏻🔥#nycchiropractor #chiropractortiktok #asmrsounds",63932049580924928,DrRalphNap,"New York City Chiropractor
Make Your Appointment 👇🏻",0,False,https://www.tiktok.com/@drralphnap/video/7087240119765257514?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7087240119765257514&source=h5_m,1873656,317,366,783,68797,7087240067265219370,7087240067265219370,72,7087240067265219370,original sound - drralphnap,DrRalphNap,6.393204958092493e+16,DrRalphNap,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7087240108885412654.mp3,,False,False,,,,,[],0,0,Afghanistan,#nycchiropractor #chiropractortiktok #asmrsounds,0,0,0,0,0,0,0,0,0,0
6,BE,7101645118645603589,1653480607,#afghanistan #💞😘💞🇦🇫 #afghan #@jan.ahmadzi3 @mohammad..alokozay @ali_ahmadzai90 @rahimsediqi46 #💞😘💞🇦🇫,6875391196522251270,sarhadi021,,0,False,https://www.tiktok.com/@sarhadi021/video/7101645118645603589?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7101645118645603589&source=h5_m,444689,702,514,7535,53246,7100778909779807022,7100778909779807022,72,7100778909779807022,original sound - shamsullahwatany9,Shamsullah Watany975,7.033867020601607e+18,Shamsullah Watany975,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/ies-music-ttp-dup-us/7100778969154243374.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/395b6b98f55d4248f8c85a189eecf70b.json,False,False,,,,,[],0,0,Afghanistan,#afghanistan #💞😘💞🇦🇫 #afghan #@jan.ahmadzi3 #💞😘💞🇦🇫,1,1,0,0,0,0,0,0,0,0
7,DE,7099751421930638597,1653039697,#gemanguess,6916193831403619330,German_black_gues,"Instagram Name: _german_gues⬆
Backup Account👀 please follow @mohammedgerman121",0,False,https://www.tiktok.com/@germangues1121/video/7099751421930638597?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7099751421930638597&source=h5_m,17975605,10198,24118,3605,443432,7099751379337562886,7099751379337562886,72,7099751379337562886,original sound - germangues1121,German_black_gues,6.916193831403619e+18,German_black_gues,False,True,https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7099751399214369542.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/0ca0b30b6e62f471d151c4926713cb69.json,False,False,,,,,[],0,0,Afghanistan,#gemanguess,0,0,0,0,0,0,0,0,0,0
0,AF,7083916019227462913,1649352728,#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫,6929915529634202630,Fun page edrees sharifi,"TDM PRO

ID 5673298057.  Pudg 20FPS😈",0,False,https://www.tiktok.com/@shayansuhrabi8/video/7083916019227462913?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7083916019227462913&source=h5_m,892,38,8,3,85,7083916004249668354,7083916004249668354,72,7083916004249668354,original sound - shayansuhrabi8,Fun page edrees sharifi,6.929915529634203e+18,Fun page edrees sharifi,False,True,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7083916005554113281.mp3,,False,False,,,,,[],0,0,Afghanistan,#پشتون_تاجیک_هزاره_ازبک_زنده_باد🇦🇫,0,0,0,0,0,0,0,0,0,1
1,AF,7095990788617800962,1652164105,𝐒𝐡𝐢𝐫𝐳𝐚𝐢 𝐒𝐨𝐟𝐢𝐳𝐚𝐝𝐚 #foryou #viral #arifsahil #shirzai_sofizada @arif_sahil0,6987722860254315522,Hero__Shir,"الحمدالله
Video Editor 🎬
Age 22
Letters Video 🎬
For name video click on link",0,False,https://www.tiktok.com/@shirzai__sofizada/video/7095990788617800962?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7095990788617800962&source=h5_m,82661,46,66,554,4269,7046990697647426331,7046990697647426331,72,7046990697647426331,original sound - cheeee6585 (Contains music from: Tum se bi zyada - Salman Khan),"Contains music from: ""Tum se bi zyada""",6.970369099403642e+18,𝘼𝙡𝙩𝙖𝙛 𝙘𝙝𝙚𝙚𝙩𝙖,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7046990686557621018.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/da1b39f3a1d85ae470e76e65f48fa52b.json,False,False,Salman Khan,Tum se bi zyada,original sound - cheeee6585 (Contains music from: Tum se bi zyada - Salman Khan),"Contains music from: ""Tum se bi zyada""",[],0,0,Afghanistan,#foryou #viral #arifsahil #shirzai_sofizada,0,0,1,0,0,0,0,0,1,0
2,LK,7097568266398207258,1652531388,පරණයි තමයි ඒත් ඒ ගැම්ම.....💪                                                                   දිම්මා...😀                                                                                                                      2019 World cup team captain announcement....😎                                                                      #cricketfansclub8 #cricket                                                      #srilankacricket #worldcup2019                                          #viral,6955648679022724098,Udara L. Wickramarathna,"❤️ 𝗟𝗼𝘃𝗲𝘀 𝗰𝗿𝗶𝗰𝗸𝗲𝘁 𝗮 𝗹𝗼𝘁 ❤️
😎 Udara 😎
👇 Join Whatsapp Group 👇",0,False,https://www.tiktok.com/@cricketfansclub8/video/7097568266398207258?_r=1&u_code=0&preview_pb=0&language=en&_d=el6md4llhc27md&share_item_id=7097568266398207258&source=h5_m,469925,145,327,3322,55077,7068254453899463450,7068254453899463450,72,7068254453899463450,original sound - pasindu_dilshan_99 (Contains music from: Pride / Proud (Orgulho de Quem Sou) - Karlla Naynna),"Contains music from: ""Pride / Proud (Orgulho de Quem Sou)""",6.947485987036087e+18,♥🍁පසියා__OFFICIAL__🍁♥,False,True,https://sf16-ies-music.tiktokcdn.com/obj/ies-music-aiso/7068254441094318874.mp3,https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/pattern/4222e1159ec05f8bb63e478b332d2a82.json,False,False,Karlla Naynna,Pride / Proud (Orgulho de Quem Sou),original sound - pasindu_dilshan_99 (Contains music from: Pride / Proud (Orgulho de Quem Sou) - Karlla Naynna),"Contains music from: ""Pride / Proud (Orgulho de Quem Sou)""",[],0,0,Afghanistan,#cricketfansclub8 #cricket #srilankacricket #worldcup2019 #viral,0,0,0,0,0,0,0,0,1,0
